File,MOS,STD,height,width,DisplayHeight,DisplayWidth,framerate,Bitrate,Content,resolution,DMOS
Bowlingclub_2_720x1440_30_pristine_.mp4,81.063,2.667,1440,720,2160,1080,30,pristine,Bowlingclub_2,720p,100.0
designisland_1_832x360_30_250kbps_.mp4,42.443,2.112,360,832,952,2204,30,250kbps,designisland_1,360p,63.364
designisland_1_1108x480_30_250kbps_.mp4,33.968,2.112,480,1108,954,2204,30,250kbps,designisland_1,480p,54.889
designisland_1_1248x540_30_250kbps_.mp4,34.878,2.112,540,1248,952,2204,30,250kbps,designisland_1,540p,55.799
designisland_1_1664x720_30_250kbps_.mp4,25.828,2.112,720,1664,952,2204,30,250kbps,designisland_1,720p,46.749
designisland_1_832x360_30_2mbps_.mp4,70.786,2.112,360,832,952,2204,30,2mbps,designisland_1,360p,91.707
designisland_1_1108x480_30_2mbps_.mp4,72.24,2.112,480,1108,954,2204,30,2mbps,designisland_1,480p,93.161
designisland_1_1248x540_30_2mbps_.mp4,73.627,2.112,540,1248,952,2204,30,2mbps,designisland_1,540p,94.548
designisland_1_1664x720_30_2mbps_.mp4,76.216,2.112,720,1664,952,2204,30,2mbps,designisland_1,720p,97.137
designisland_1_832x360_30_500kbps_.mp4,56.916,2.112,360,832,952,2204,30,500kbps,designisland_1,360p,77.837
designisland_1_1108x480_30_500kbps_.mp4,58.925,2.112,480,1108,954,2204,30,500kbps,designisland_1,480p,79.846
designisland_1_1248x540_30_500kbps_.mp4,56.446,2.112,540,1248,952,2204,30,500kbps,designisland_1,540p,77.367
designisland_1_1664x720_30_500kbps_.mp4,44.548,2.112,720,1664,952,2204,30,500kbps,designisland_1,720p,65.469
designisland_1_832x360_30_800kbps_.mp4,65.362,2.112,360,832,952,2204,30,800kbps,designisland_1,360p,86.283
designisland_1_1108x480_30_800kbps_.mp4,68.03,2.112,480,1108,954,2204,30,800kbps,designisland_1,480p,88.951
designisland_1_1248x540_30_800kbps_.mp4,66.524,2.112,540,1248,952,2204,30,800kbps,designisland_1,540p,87.445
designisland_1_1664x720_30_800kbps_.mp4,66.404,2.112,720,1664,952,2204,30,800kbps,designisland_1,720p,87.325
designisland_1_832x360_30_pristine_.mp4,70.178,2.112,360,832,952,2204,30,pristine,designisland_1,360p,91.099
designisland_1_1108x480_30_pristine_.mp4,74.815,2.112,480,1108,954,2204,30,pristine,designisland_1,480p,95.736
designisland_1_1248x540_30_pristine_.mp4,75.708,2.112,540,1248,952,2204,30,pristine,designisland_1,540p,96.629
designisland_1_1664x720_30_pristine_.mp4,79.079,2.112,720,1664,952,2204,30,pristine,designisland_1,720p,100.0
designisland_2_832x360_30_250kbps_.mp4,37.334,2.426,360,832,952,2204,30,250kbps,designisland_2,360p,59.266
designisland_2_1108x480_30_250kbps_.mp4,26.296,2.426,480,1108,954,2204,30,250kbps,designisland_2,480p,48.228
designisland_2_1248x540_30_250kbps_.mp4,23.306,2.426,540,1248,952,2204,30,250kbps,designisland_2,540p,45.238
designisland_2_1664x720_30_250kbps_.mp4,19.5,2.426,720,1664,952,2204,30,250kbps,designisland_2,720p,41.432
designisland_2_832x360_30_2mbps_.mp4,67.844,2.426,360,832,952,2204,30,2mbps,designisland_2,360p,89.776
designisland_2_1108x480_30_2mbps_.mp4,72.89,2.426,480,1108,954,2204,30,2mbps,designisland_2,480p,94.822
designisland_2_1248x540_30_2mbps_.mp4,75.184,2.426,540,1248,952,2204,30,2mbps,designisland_2,540p,97.116
designisland_2_1664x720_30_2mbps_.mp4,74.846,2.426,720,1664,952,2204,30,2mbps,designisland_2,720p,96.778
designisland_2_832x360_30_500kbps_.mp4,55.38,2.426,360,832,952,2204,30,500kbps,designisland_2,360p,77.312
designisland_2_1108x480_30_500kbps_.mp4,51.119,2.426,480,1108,954,2204,30,500kbps,designisland_2,480p,73.051
designisland_2_1248x540_30_500kbps_.mp4,45.114,2.426,540,1248,952,2204,30,500kbps,designisland_2,540p,67.046
designisland_2_1664x720_30_500kbps_.mp4,42.576,2.426,720,1664,952,2204,30,500kbps,designisland_2,720p,64.508
designisland_2_832x360_30_800kbps_.mp4,65.014,2.426,360,832,952,2204,30,800kbps,designisland_2,360p,86.946
designisland_2_1108x480_30_800kbps_.mp4,60.987,2.426,480,1108,954,2204,30,800kbps,designisland_2,480p,82.919
designisland_2_1248x540_30_800kbps_.mp4,62.727,2.426,540,1248,952,2204,30,800kbps,designisland_2,540p,84.659
designisland_2_1664x720_30_800kbps_.mp4,50.944,2.426,720,1664,952,2204,30,800kbps,designisland_2,720p,72.876
designisland_2_832x360_30_pristine_.mp4,70.956,2.426,360,832,952,2204,30,pristine,designisland_2,360p,92.888
designisland_2_1108x480_30_pristine_.mp4,74.518,2.426,480,1108,954,2204,30,pristine,designisland_2,480p,96.45
designisland_2_1248x540_30_pristine_.mp4,74.308,2.426,540,1248,952,2204,30,pristine,designisland_2,540p,96.24
designisland_2_1664x720_30_pristine_.mp4,78.068,2.426,720,1664,952,2204,30,pristine,designisland_2,720p,100.0
dirtbike_1_360x720_30_250kbps_.mp4,23.438,2.591,720,360,2160,1080,30,250kbps,dirtbike_1,360p,43.207
dirtbike_1_480x960_30_250kbps_.mp4,23.673,2.591,960,480,2160,1080,30,250kbps,dirtbike_1,480p,43.442
dirtbike_1_540x1080_30_250kbps_.mp4,18.752,2.591,1080,540,2160,1080,30,250kbps,dirtbike_1,540p,38.521
dirtbike_1_720x1440_30_250kbps_.mp4,18.909,2.591,1440,720,2160,1080,30,250kbps,dirtbike_1,720p,38.678
dirtbike_1_360x720_30_2mbps_.mp4,64.703,2.591,720,360,2160,1080,30,2mbps,dirtbike_1,360p,84.472
dirtbike_1_480x960_30_2mbps_.mp4,67.655,2.591,960,480,2160,1080,30,2mbps,dirtbike_1,480p,87.424
dirtbike_1_540x1080_30_2mbps_.mp4,65.467,2.591,1080,540,2160,1080,30,2mbps,dirtbike_1,540p,85.236
dirtbike_1_720x1440_30_2mbps_.mp4,65.172,2.591,1440,720,2160,1080,30,2mbps,dirtbike_1,720p,84.941
dirtbike_1_360x720_30_500kbps_.mp4,39.144,2.591,720,360,2160,1080,30,500kbps,dirtbike_1,360p,58.913
dirtbike_1_480x960_30_500kbps_.mp4,38.427,2.591,960,480,2160,1080,30,500kbps,dirtbike_1,480p,58.196
dirtbike_1_540x1080_30_500kbps_.mp4,36.032,2.591,1080,540,2160,1080,30,500kbps,dirtbike_1,540p,55.801
dirtbike_1_720x1440_30_500kbps_.mp4,34.908,2.591,1440,720,2160,1080,30,500kbps,dirtbike_1,720p,54.677
dirtbike_1_360x720_30_800kbps_.mp4,48.756,2.591,720,360,2160,1080,30,800kbps,dirtbike_1,360p,68.525
dirtbike_1_480x960_30_800kbps_.mp4,49.425,2.591,960,480,2160,1080,30,800kbps,dirtbike_1,480p,69.194
dirtbike_1_540x1080_30_800kbps_.mp4,47.501,2.591,1080,540,2160,1080,30,800kbps,dirtbike_1,540p,67.27
dirtbike_1_720x1440_30_800kbps_.mp4,40.392,2.591,1440,720,2160,1080,30,800kbps,dirtbike_1,720p,60.161
dirtbike_1_360x720_30_pristine_.mp4,62.81,2.591,720,360,2160,1080,30,pristine,dirtbike_1,360p,82.579
dirtbike_1_480x960_30_pristine_.mp4,74.272,2.591,960,480,2160,1080,30,pristine,dirtbike_1,480p,94.041
dirtbike_1_540x1080_30_pristine_.mp4,79.26,2.591,1080,540,2160,1080,30,pristine,dirtbike_1,540p,99.029
dirtbike_1_720x1440_30_pristine_.mp4,80.231,2.591,1440,720,2160,1080,30,pristine,dirtbike_1,720p,100.0
dirtbike_2_360x720_30_250kbps_.mp4,19.826,2.149,720,360,2160,1080,30,250kbps,dirtbike_2,360p,39.544
dirtbike_2_480x960_30_250kbps_.mp4,11.986,2.149,960,480,2160,1080,30,250kbps,dirtbike_2,480p,31.704
dirtbike_2_540x1080_30_250kbps_.mp4,8.588,2.149,1080,540,2160,1080,30,250kbps,dirtbike_2,540p,28.306
dirtbike_2_720x1440_30_250kbps_.mp4,16.744,2.149,1440,720,2160,1080,30,250kbps,dirtbike_2,720p,36.462
dirtbike_2_360x720_30_2mbps_.mp4,62.942,2.149,720,360,2160,1080,30,2mbps,dirtbike_2,360p,82.66
dirtbike_2_480x960_30_2mbps_.mp4,69.593,2.149,960,480,2160,1080,30,2mbps,dirtbike_2,480p,89.311
dirtbike_2_540x1080_30_2mbps_.mp4,64.153,2.149,1080,540,2160,1080,30,2mbps,dirtbike_2,540p,83.871
dirtbike_2_720x1440_30_2mbps_.mp4,62.79,2.149,1440,720,2160,1080,30,2mbps,dirtbike_2,720p,82.508
dirtbike_2_360x720_30_500kbps_.mp4,45.335,2.149,720,360,2160,1080,30,500kbps,dirtbike_2,360p,65.053
dirtbike_2_480x960_30_500kbps_.mp4,34.322,2.149,960,480,2160,1080,30,500kbps,dirtbike_2,480p,54.04
dirtbike_2_540x1080_30_500kbps_.mp4,31.262,2.149,1080,540,2160,1080,30,500kbps,dirtbike_2,540p,50.98
dirtbike_2_720x1440_30_500kbps_.mp4,22.971,2.149,1440,720,2160,1080,30,500kbps,dirtbike_2,720p,42.689
dirtbike_2_360x720_30_800kbps_.mp4,53.573,2.149,720,360,2160,1080,30,800kbps,dirtbike_2,360p,73.291
dirtbike_2_480x960_30_800kbps_.mp4,47.118,2.149,960,480,2160,1080,30,800kbps,dirtbike_2,480p,66.836
dirtbike_2_540x1080_30_800kbps_.mp4,44.497,2.149,1080,540,2160,1080,30,800kbps,dirtbike_2,540p,64.215
dirtbike_2_720x1440_30_800kbps_.mp4,37.51,2.149,1440,720,2160,1080,30,800kbps,dirtbike_2,720p,57.228
dirtbike_2_360x720_30_pristine_.mp4,70.004,2.149,720,360,2160,1080,30,pristine,dirtbike_2,360p,89.722
dirtbike_2_480x960_30_pristine_.mp4,79.929,2.149,960,480,2160,1080,30,pristine,dirtbike_2,480p,99.647
dirtbike_2_540x1080_30_pristine_.mp4,82.492,2.149,1080,540,2160,1080,30,pristine,dirtbike_2,540p,102.21
dirtbike_2_720x1440_30_pristine_.mp4,80.282,2.149,1440,720,2160,1080,30,pristine,dirtbike_2,720p,100.0
dirtbike_3_360x720_30_250kbps_.mp4,20.197,2.824,720,360,2160,1080,30,250kbps,dirtbike_2,360p,36.589
dirtbike_3_480x960_30_250kbps_.mp4,19.009,2.824,960,480,2160,1080,30,250kbps,dirtbike_2,480p,35.401
dirtbike_3_540x1080_30_250kbps_.mp4,22.533,2.824,1080,540,2160,1080,30,250kbps,dirtbike_2,540p,38.925
dirtbike_3_720x1440_30_250kbps_.mp4,24.236,2.824,1440,720,2160,1080,30,250kbps,dirtbike_2,720p,40.628
dirtbike_3_360x720_30_2mbps_.mp4,64.727,2.824,720,360,2160,1080,30,2mbps,dirtbike_3,360p,81.119
dirtbike_3_480x960_30_2mbps_.mp4,65.375,2.824,960,480,2160,1080,30,2mbps,dirtbike_3,480p,81.767
dirtbike_3_540x1080_30_2mbps_.mp4,74.37,2.824,1080,540,2160,1080,30,2mbps,dirtbike_3,540p,90.762
dirtbike_3_720x1440_30_2mbps_.mp4,74.503,2.824,1440,720,2160,1080,30,2mbps,dirtbike_3,720p,90.895
dirtbike_3_360x720_30_500kbps_.mp4,35.885,2.824,720,360,2160,1080,30,500kbps,dirtbike_3,360p,52.277
dirtbike_3_480x960_30_500kbps_.mp4,32.367,2.824,960,480,2160,1080,30,500kbps,dirtbike_3,480p,48.759
dirtbike_3_540x1080_30_500kbps_.mp4,33.389,2.824,1080,540,2160,1080,30,500kbps,dirtbike_3,540p,49.781
dirtbike_3_720x1440_30_500kbps_.mp4,34.823,2.824,1440,720,2160,1080,30,500kbps,dirtbike_3,720p,51.215
dirtbike_3_360x720_30_800kbps_.mp4,53.23,2.824,720,360,2160,1080,30,800kbps,dirtbike_3,360p,69.622
dirtbike_3_480x960_30_800kbps_.mp4,52.828,2.824,960,480,2160,1080,30,800kbps,dirtbike_3,480p,69.22
dirtbike_3_540x1080_30_800kbps_.mp4,46.806,2.824,1080,540,2160,1080,30,800kbps,dirtbike_3,540p,63.198
dirtbike_3_720x1440_30_800kbps_.mp4,42.982,2.824,1440,720,2160,1080,30,800kbps,dirtbike_3,720p,59.374
dirtbike_3_360x720_30_pristine_.mp4,66.912,2.824,720,360,2160,1080,30,pristine,dirtbike_3,360p,83.304
dirtbike_3_480x960_30_pristine_.mp4,73.798,2.824,960,480,2160,1080,30,pristine,dirtbike_3,480p,90.19
dirtbike_3_540x1080_30_pristine_.mp4,79.029,2.824,1080,540,2160,1080,30,pristine,dirtbike_3,540p,95.421
dirtbike_3_720x1440_30_pristine_.mp4,83.608,2.824,1440,720,2160,1080,30,pristine,dirtbike_3,720p,100.0
dml_1_720x360_30_250kbps_.mp4,22.773,2.377,360,720,1036,2072,30,250kbps,dml_1,360p,46.858
dml_1_960x480_30_250kbps_.mp4,24.277,2.377,480,960,1036,2072,30,250kbps,dml_1,480p,48.362
dml_1_1080x540_30_250kbps_.mp4,22.882,2.377,540,1080,1036,2072,30,250kbps,dml_1,540p,46.967
dml_1_1440x720_30_250kbps_.mp4,20.774,2.377,720,1440,1036,2072,30,250kbps,dml_1,720p,44.859
dml_1_720x360_30_2mbps_.mp4,65.606,2.377,360,720,1036,2072,30,2mbps,dml_1,360p,89.691
dml_1_960x480_30_2mbps_.mp4,69.949,2.377,480,960,1036,2072,30,2mbps,dml_1,480p,94.034
dml_1_1080x540_30_2mbps_.mp4,68.144,2.377,540,1080,1036,2072,30,2mbps,dml_1,540p,92.229
dml_1_1440x720_30_2mbps_.mp4,69.87,2.377,720,1440,1036,2072,30,2mbps,dml_1,720p,93.955
dml_1_720x360_30_500kbps_.mp4,43.471,2.377,360,720,1036,2072,30,500kbps,dml_1,360p,67.556
dml_1_960x480_30_500kbps_.mp4,42.342,2.377,480,960,1036,2072,30,500kbps,dml_1,480p,66.427
dml_1_1080x540_30_500kbps_.mp4,43.057,2.377,540,1080,1036,2072,30,500kbps,dml_1,540p,67.142
dml_1_1440x720_30_500kbps_.mp4,38.204,2.377,720,1440,1036,2072,30,500kbps,dml_1,720p,62.289
dml_1_720x360_30_800kbps_.mp4,57.854,2.377,360,720,1036,2072,30,800kbps,dml_1,360p,81.939
dml_1_960x480_30_800kbps_.mp4,54.201,2.377,480,960,1036,2072,30,800kbps,dml_1,480p,78.286
dml_1_1080x540_30_800kbps_.mp4,55.022,2.377,540,1080,1036,2072,30,800kbps,dml_1,540p,79.107
dml_1_1440x720_30_800kbps_.mp4,46.881,2.377,720,1440,1036,2072,30,800kbps,dml_1,720p,70.966
dml_1_720x360_30_pristine_.mp4,63.903,2.377,360,720,1036,2072,30,pristine,dml_1,360p,87.988
dml_1_960x480_30_pristine_.mp4,79.025,2.377,480,960,1036,2072,30,pristine,dml_1,480p,103.11
dml_1_1080x540_30_pristine_.mp4,72.144,2.377,540,1080,1036,2072,30,pristine,dml_1,540p,96.229
dml_1_1440x720_30_pristine_.mp4,75.915,2.377,720,1440,1036,2072,30,pristine,dml_1,720p,100.0
dml_2_720x360_30_250kbps_.mp4,26.318,2.346,360,720,1036,2072,30,250kbps,dml_2,360p,46.103
